text,intent,domain,split,in_scope
how far from our destination are we,distance,auto_and_commute,test,True
how many minutes am i from texaco,distance,auto_and_commute,test,True
how long will i be on the bus if i rid it to seattle,distance,auto_and_commute,test,True
is it going to be much longer until i reach the bank,distance,auto_and_commute,test,True
am i close to arriving at the post office,distance,auto_and_commute,test,True
what's the estimated travel time to get to dc via bus,distance,auto_and_commute,test,True
when will i arrive at hy-vee,distance,auto_and_commute,test,True
how long does it take to get to el paso on a bus,distance,auto_and_commute,test,True
how long will it take me to get to walmart,distance,auto_and_commute,test,True
what's the average time to boston when riding a bus,distance,auto_and_commute,test,True
when will the bus get me to vermont,distance,auto_and_commute,test,True
how long will i be on the bus to new orleans,distance,auto_and_commute,test,True
how long is a bus ride to staples,distance,auto_and_commute,test,True
how long does it take to get downtown by bus,distance,auto_and_commute,test,True
what time will i get to the beach taking the bus,distance,auto_and_commute,test,True
how far am i from orlando,distance,auto_and_commute,test,True
give me an eta on when i will arrive at my destination,distance,auto_and_commute,test,True
tell me how much longer i will have to drive to reach the destination,distance,auto_and_commute,test,True
when will i get to orlando,distance,auto_and_commute,test,True
how much farther is orlando from my location,distance,auto_and_commute,test,True
do i have a ways to go or am i close to getting to penn station,distance,auto_and_commute,test,True
please give me the approximate amount of time i will need to go from jfk international airport to penn station,distance,auto_and_commute,test,True
can you tell me about what time i should be arriving at the airport,distance,auto_and_commute,test,True
how do you refer to me,user_name,meta,test,True
call my name,user_name,meta,test,True
what do i go by,user_name,meta,test,True
say my name,user_name,meta,test,True
what do you think my name is,user_name,meta,test,True
what do you think i'm called,user_name,meta,test,True
what do you have for my name,user_name,meta,test,True
how do you address my name,user_name,meta,test,True
what's your designation,user_name,meta,test,True
what do you call me,user_name,meta,test,True
i want to hear my name,user_name,meta,test,True
my name,user_name,meta,test,True
what's my name,user_name,meta,test,True
what's my name on file,user_name,meta,test,True
what name do you have for me,user_name,meta,test,True
what did i tell you to call me,user_name,meta,test,True
please tell me the name that you have for me,user_name,meta,test,True
i need to know the name that you have for me,user_name,meta,test,True
can you tell me what name you have for me,user_name,meta,test,True
tell me what name you have for me,user_name,meta,test,True
i would like to know the name you have for me,user_name,meta,test,True
what is the name you have for me,user_name,meta,test,True
could you tell me my name,user_name,meta,test,True
do you have a name for me,user_name,meta,test,True
can you tell me my name for me,user_name,meta,test,True
what's the name you use for me,user_name,meta,test,True
you call me what,user_name,meta,test,True
what do you know me by,user_name,meta,test,True
you know me by what right now,user_name,meta,test,True
what's the way you refer to me,user_name,meta,test,True
what's the timezone for britain,timezone,travel,test,True
i need the time zone for la,timezone,travel,test,True
i would like to know the timezone for britain,timezone,travel,test,True
i need la's time zone,timezone,travel,test,True
i need to know britain's timezone,timezone,travel,test,True
what timezone is britain in,timezone,travel,test,True
can you tell me britain's timezone,timezone,travel,test,True
what is the la's time zone,timezone,travel,test,True
can you tell me the time zone for la,timezone,travel,test,True
what is texas's timezone,timezone,travel,test,True
tell me the timezone for california,timezone,travel,test,True
what timezone would missouri be in,timezone,travel,test,True
what timezone do they use in arizona,timezone,travel,test,True
is new york in mountain timezone,timezone,travel,test,True
what is the timezone for la,timezone,travel,test,True
what is the timezone for new york,timezone,travel,test,True
what is the timezone for san francisco,timezone,travel,test,True
what is the timezone for paris,timezone,travel,test,True
what is the timezone for houston,timezone,travel,test,True
denver's timezone is what,timezone,travel,test,True
does denver reside in the eastern timezones,timezone,travel,test,True
which timezone is denver located,timezone,travel,test,True
"denver's timezone is a mystery, i wonder where its located",timezone,travel,test,True
in which time zone does denver reside,timezone,travel,test,True
what's the timezone in valencia,timezone,travel,test,True
what's the timezone now in hiram,timezone,travel,test,True
timezone in salt lake city,timezone,travel,test,True
timezone currently in mobile,timezone,travel,test,True
what time is it in phoenix,timezone,travel,test,True
can you give me the timezone for the country,timezone,travel,test,True
"i don't like this song, can skip it",next_song,home,test,True
can we move onto the next song,next_song,home,test,True
"skip this song, please",next_song,home,test,True
can you swipe to the next song,next_song,home,test,True
"next song, please!",next_song,home,test,True
start the next song,next_song,home,test,True
go to the next song and play it,next_song,home,test,True
move forward one song,next_song,home,test,True
play the next one,next_song,home,test,True
skip to next track,next_song,home,test,True
skip ahead one song,next_song,home,test,True
go to upcoming song,next_song,home,test,True
play the next song please,next_song,home,test,True
i dont want to listen to this song,next_song,home,test,True
could you hit next,next_song,home,test,True
can you go to the next song,next_song,home,test,True
let's go to the next song please,next_song,home,test,True
maybe we can go to the next song,next_song,home,test,True
may i suggest we go to the next song,next_song,home,test,True
please can we go to the next song,next_song,home,test,True
might we go to the next song,next_song,home,test,True
next track,next_song,home,test,True
skip to the next track,next_song,home,test,True
skip this track,next_song,home,test,True
play next song,next_song,home,test,True
next song,next_song,home,test,True
change this song please,next_song,home,test,True
i want you to play the next song,next_song,home,test,True
play the next song please if you would,next_song,home,test,True
please play the next track,next_song,home,test,True
i need to know all my spending transactions,transactions,banking,test,True
when did i last make a purchase,transactions,banking,test,True
how much did i spend on my most recent transaction,transactions,banking,test,True
show me my ten most recent transactions on account xyz,transactions,banking,test,True
i want to see all transactions in the past month for all accounts,transactions,banking,test,True
show me my recent transactions from account xyz,transactions,banking,test,True
open bank app and show my most recent transactions,transactions,banking,test,True
are you able to find my recent transactions for me,transactions,banking,test,True
i made a transaction recently,transactions,banking,test,True
what was my recent transaction,transactions,banking,test,True
i want to know what my recent transaction was,transactions,banking,test,True
i need information about my recent transaction,transactions,banking,test,True
state recent transaction,transactions,banking,test,True
is my visa bill over my limit this month,transactions,banking,test,True
what have i spent things on,transactions,banking,test,True
show my transactions,transactions,banking,test,True
what were my last 10 charges on my credit card,transactions,banking,test,True
show what i have spent things on,transactions,banking,test,True
how much have i spent on my debit card this month,transactions,banking,test,True
how much have i spent on my bank card sine i last paid my bill,transactions,banking,test,True
how much was my last target trip,transactions,banking,test,True
can you verify my recent visa card transaction,transactions,banking,test,True
what was my recent transaction on my visa card,transactions,banking,test,True
what is the last transaction on my visa card,transactions,banking,test,True
show my my most recent visa card transaction,transactions,banking,test,True
please review my recent visa card transaction,transactions,banking,test,True
how many transactions do i have on flower shops from last wednesday between 2pm and 7pm,transactions,banking,test,True
what transactions did i make on electronics this morning after 6am,transactions,banking,test,True
what is the largest transaction i have made on video games this month,transactions,banking,test,True
what transactions do i have on groceries from yesterday,transactions,banking,test,True
please give me the name of a few good options for places to eat dinner tonight,restaurant_suggestion,kitchen_and_dining,test,True
i need some suggestions for dinner places tonight,restaurant_suggestion,kitchen_and_dining,test,True
what are some good places to go out for dinner in my area tonight,restaurant_suggestion,kitchen_and_dining,test,True
show me some restaurants that have high reviews for eating out,restaurant_suggestion,kitchen_and_dining,test,True
can you search recommended casual restaurants for tonight in philadelphia,restaurant_suggestion,kitchen_and_dining,test,True
where can i go to eat,restaurant_suggestion,kitchen_and_dining,test,True
where can i get some good food,restaurant_suggestion,kitchen_and_dining,test,True
"in cleveland, are there any good places that serve clams",restaurant_suggestion,kitchen_and_dining,test,True
does cleveland have any good places that serve clams,restaurant_suggestion,kitchen_and_dining,test,True
can you find any good places in cleveland that serve clams,restaurant_suggestion,kitchen_and_dining,test,True
are there good clam places in cleveland,restaurant_suggestion,kitchen_and_dining,test,True
are there any good places in cleveland that serve clams,restaurant_suggestion,kitchen_and_dining,test,True
"could you suggest a french restaurant, please",restaurant_suggestion,kitchen_and_dining,test,True
can you suggest a french restaurant,restaurant_suggestion,kitchen_and_dining,test,True
can you suggest a thai restaurant,restaurant_suggestion,kitchen_and_dining,test,True
"can you suggest a french restaurant, please",restaurant_suggestion,kitchen_and_dining,test,True
"can you suggest a thai restaurant, please",restaurant_suggestion,kitchen_and_dining,test,True
are there are any good places in washington that serve cheese pizza,restaurant_suggestion,kitchen_and_dining,test,True
what's the food can easily get in canada,restaurant_suggestion,kitchen_and_dining,test,True
what are the best places to get shrimp in chicago,restaurant_suggestion,kitchen_and_dining,test,True
what are the best restaurants open tonight,restaurant_suggestion,kitchen_and_dining,test,True
i need a list of good places to eat near me,restaurant_suggestion,kitchen_and_dining,test,True
pull up some recommendations for places serving fish in maine,restaurant_suggestion,kitchen_and_dining,test,True
where should i go for food tonight,restaurant_suggestion,kitchen_and_dining,test,True
where should i eat,restaurant_suggestion,kitchen_and_dining,test,True
any fantastic restaurants to get shrimp at in atlanta,restaurant_suggestion,kitchen_and_dining,test,True
give me a list of places that serve the best wings in charlotte,restaurant_suggestion,kitchen_and_dining,test,True
i need reviews for places serving tacos in chicago,restaurant_suggestion,kitchen_and_dining,test,True
give me restaurant reccomendations,restaurant_suggestion,kitchen_and_dining,test,True
where can i satisfy my craving for french food in milwaukee,restaurant_suggestion,kitchen_and_dining,test,True
x card has earned how many points,rewards_balance,credit_cards,test,True
can you give me a points update on my rewards plus card,rewards_balance,credit_cards,test,True
can you pull up how many points i've earned with travel card,rewards_balance,credit_cards,test,True
what is the updated points that i earned with synovus card,rewards_balance,credit_cards,test,True
how many points do i have on my six flags rewards card,rewards_balance,credit_cards,test,True
i would like to check my rewards for my credit card,rewards_balance,credit_cards,test,True
i need to check my rewards for my credit card,rewards_balance,credit_cards,test,True
i wanna know how many points have i earned with my credit card,rewards_balance,credit_cards,test,True
i would like to know my debit card's rewards balance,rewards_balance,credit_cards,test,True
i would like to know how many points have i earned with my credit card,rewards_balance,credit_cards,test,True
i need to know my credit card's rewards balance,rewards_balance,credit_cards,test,True
i wanna know my credit card's rewards balance,rewards_balance,credit_cards,test,True
i really need to check my rewards for my credit card,rewards_balance,credit_cards,test,True
i would like to check my rewards for my debit card,rewards_balance,credit_cards,test,True
i wish to know my debit card's rewards balance,rewards_balance,credit_cards,test,True
i wanna check my rewards for my credit card,rewards_balance,credit_cards,test,True
tell me my debit card's rewards balance,rewards_balance,credit_cards,test,True
i need to understand how many points have i earned with my credit card,rewards_balance,credit_cards,test,True
i must know how many points have i earned with my credit card,rewards_balance,credit_cards,test,True
i gotta know how many points i have gotten with my debit card,rewards_balance,credit_cards,test,True
how many points earned do i have with my american express card,rewards_balance,credit_cards,test,True
how many points have i earned with my paypal credit card so far,rewards_balance,credit_cards,test,True
i have points on my capital one card and i'd like to know how many i've earned,rewards_balance,credit_cards,test,True
"have i earned points with my venture card, and how many",rewards_balance,credit_cards,test,True
what do my visa points look like,rewards_balance,credit_cards,test,True
how many points do i have on my visa,rewards_balance,credit_cards,test,True
tell me the number of points on my visa card,rewards_balance,credit_cards,test,True
give me the point total on my visa card,rewards_balance,credit_cards,test,True
what points have i earned on my visa,rewards_balance,credit_cards,test,True
how many rewards points do i have on my rewards points i have on my mastercard,rewards_balance,credit_cards,test,True
i have a car payment that needs to be paid,pay_bill,banking,test,True
i need to put in a payment towards my phone bill,pay_bill,banking,test,True
help me get my gas bill paid,pay_bill,banking,test,True
pay my con edison bill using my capital one account,pay_bill,banking,test,True
"use my navy federal account and pay this month's verizon bill, please",pay_bill,banking,test,True
please pay my sprint bill using my bank of america checking account,pay_bill,banking,test,True
i need some assistance paying my utilities bill,pay_bill,banking,test,True
i need a hand getting this gas bill paid,pay_bill,banking,test,True
can you help me pay my electricity bill,pay_bill,banking,test,True
i have to pay my water bill but need help doing it,pay_bill,banking,test,True
i am going to need help paying my rent bill,pay_bill,banking,test,True
i want to pay my bill,pay_bill,banking,test,True
can you help me pay my bill,pay_bill,banking,test,True
i want to pay my bill through the app,pay_bill,banking,test,True
pay my electric bill for me,pay_bill,banking,test,True
"pull up my electric bill, i want to pay it",pay_bill,banking,test,True
how do i pay my electric bill,pay_bill,banking,test,True
"i want to pay my electric bill, can you do it for me",pay_bill,banking,test,True
pay my light bill,pay_bill,banking,test,True
pay my utility bill from my bank account,pay_bill,banking,test,True
charge my internet bill to the corporate account,pay_bill,banking,test,True
pay my gas bill with my checking account,pay_bill,banking,test,True
i need to pay my electric bill,pay_bill,banking,test,True
i know i should pay my electric bill,pay_bill,banking,test,True
"today my electric bill will be paid, or should be",pay_bill,banking,test,True
today is the day i should pay my electric bill,pay_bill,banking,test,True
my electric bill should be paid today,pay_bill,banking,test,True
i need to pay my visa,pay_bill,banking,test,True
pay $175 on my visa,pay_bill,banking,test,True
i'd like to pay $4735 to my water bill,pay_bill,banking,test,True
what's the total i've spent on shoes this month,spending_history,banking,test,True
how many dollars have i spent on coffee this month,spending_history,banking,test,True
what have i spent on food this month,spending_history,banking,test,True
how much have i spent on tires this month,spending_history,banking,test,True
how much have i been spending on booze this month,spending_history,banking,test,True
what have i spent on fast food recently,spending_history,banking,test,True
how much total have i spent on fast food lately,spending_history,banking,test,True
how much fast food have i bought recently,spending_history,banking,test,True
check how much i spent this week,spending_history,banking,test,True
how much money have i spent on fast food lately,spending_history,banking,test,True
how much money have a spent in the last week,spending_history,banking,test,True
how much money did i spend this weekend,spending_history,banking,test,True
tell me how much money i've spent on fast food in the past week,spending_history,banking,test,True
what is the total amount i spent last week,spending_history,banking,test,True
what've i spent on gas this month,spending_history,banking,test,True
have i gone over my entertainment budget,spending_history,banking,test,True
would you say i've spent too much money on chips as of late,spending_history,banking,test,True
"looking at this week only, have i overspent on hoagies",spending_history,banking,test,True
do i overspend when it comes to fast food,spending_history,banking,test,True
"looking at the past month, what did i spend total",spending_history,banking,test,True
have i gone over my chocolate budget lately,spending_history,banking,test,True
how much have i spent this week,spending_history,banking,test,True
about how much did i spend recently,spending_history,banking,test,True
tell me how much i have been buying as of late,spending_history,banking,test,True
what did i spend on beer last month,spending_history,banking,test,True
did i stick to my dinner budget,spending_history,banking,test,True
how much have i spent on video games recently,spending_history,banking,test,True
do i spend too much on beer,spending_history,banking,test,True
what are my finances like lately,spending_history,banking,test,True
how much money have i spent recently,spending_history,banking,test,True
did my vacation get approval,pto_request_status,work,test,True
do you know if vacation got approved,pto_request_status,work,test,True
does my vacation have approval,pto_request_status,work,test,True
can you let me know if my vacation was approved,pto_request_status,work,test,True
any news on my vacation,pto_request_status,work,test,True
tell me if my vacation was approved yet,pto_request_status,work,test,True
was there any progress on my vacation request,pto_request_status,work,test,True
is my vacation approved,pto_request_status,work,test,True
is my request going to be approved for vacation,pto_request_status,work,test,True
is vacation a go,pto_request_status,work,test,True
will i get my time off approved,pto_request_status,work,test,True
how is my vacation looking,pto_request_status,work,test,True
did the manager approve my vacation yet,pto_request_status,work,test,True
any new info on my vacation,pto_request_status,work,test,True
any update on my vacation,pto_request_status,work,test,True
is there a status update on my vacation approval,pto_request_status,work,test,True
can you notify me when my vacation days have approved,pto_request_status,work,test,True
when will my vacation time be confirmed,pto_request_status,work,test,True
when will i hear back about my days off,pto_request_status,work,test,True
am i okay to take those vacation days,pto_request_status,work,test,True
has my vacation time been approved,pto_request_status,work,test,True
what is the day off request status as of now,pto_request_status,work,test,True
what is the day off request status please,pto_request_status,work,test,True
what is the day off request status if you would tell me,pto_request_status,work,test,True
what is the day off request status,pto_request_status,work,test,True
what is the day off request status if you could tell me,pto_request_status,work,test,True
i need to know status of my day off request,pto_request_status,work,test,True
i want to know the status of my vacation request,pto_request_status,work,test,True
tell me status of my day off request,pto_request_status,work,test,True
please let me know the status of my vacation request,pto_request_status,work,test,True
i would like to know my credit score,credit_score,credit_cards,test,True
tell me what my credit score is,credit_score,credit_cards,test,True
can you find what my credit score is,credit_score,credit_cards,test,True
how is my credit score numberwise,credit_score,credit_cards,test,True
what credit score number do i have,credit_score,credit_cards,test,True
what is my credit score number,credit_score,credit_cards,test,True
how much is my credit score,credit_score,credit_cards,test,True
what number is my credit score currently,credit_score,credit_cards,test,True
is my credit score over 700 yet,credit_score,credit_cards,test,True
please give me my current credit score,credit_score,credit_cards,test,True
i'm trying to raise my credit score can you tell me what it is now,credit_score,credit_cards,test,True
i need to know what my credit score is,credit_score,credit_cards,test,True
could you tell me what my credit score is,credit_score,credit_cards,test,True
give me my credit score please,credit_score,credit_cards,test,True
could you share my credit score,credit_score,credit_cards,test,True
how's my credit score,credit_score,credit_cards,test,True
i was wondering what my credit score is,credit_score,credit_cards,test,True
where do i go for my credit score,credit_score,credit_cards,test,True
i need to find my credit score,credit_score,credit_cards,test,True
how can i locate my credit score,credit_score,credit_cards,test,True
what is my credit rating,credit_score,credit_cards,test,True
i want to know my credit rating,credit_score,credit_cards,test,True
my credit rating is what,credit_score,credit_cards,test,True
tell me my credit raing,credit_score,credit_cards,test,True
give me my credit rating,credit_score,credit_cards,test,True
please tell me what my credit score is,credit_score,credit_cards,test,True
i'd like you to check on my credit score,credit_score,credit_cards,test,True
let me know what my credit score is today,credit_score,credit_cards,test,True
can you check my credit score,credit_score,credit_cards,test,True
can you check my credit score for me,credit_score,credit_cards,test,True
i would like to get a new credt card,new_card,credit_cards,test,True
i would love to get a new credit card,new_card,credit_cards,test,True
do you have any information on how to open a new credit card,new_card,credit_cards,test,True
tell me how to apply for a new credit card,new_card,credit_cards,test,True
tell me how to apply for a credit card,new_card,credit_cards,test,True
i want to know how to go about getting a new credit card,new_card,credit_cards,test,True
please tell me how to get a new credit card,new_card,credit_cards,test,True
am i eligible for a new credit card,new_card,credit_cards,test,True
i need to get a new credit card application,new_card,credit_cards,test,True
what's the best way to get a mastercard,new_card,credit_cards,test,True
is this where i apply for a new credit card,new_card,credit_cards,test,True
how do i apply do get myself a visa,new_card,credit_cards,test,True
can you complete an application for a new credit card for me,new_card,credit_cards,test,True
i need to get a mastercard somehow,new_card,credit_cards,test,True
how can i get a visa card,new_card,credit_cards,test,True
can i apply here for a new card,new_card,credit_cards,test,True
does bank of america give credit cards to people like me,new_card,credit_cards,test,True
what do i do to get a visa card,new_card,credit_cards,test,True
is it possible for me to get a better credit card,new_card,credit_cards,test,True
how do i submit an application for a discover card,new_card,credit_cards,test,True
how do i apply for american express,new_card,credit_cards,test,True
find out if there's a new credit card that suits me,new_card,credit_cards,test,True
how do i apply for a new credit card,new_card,credit_cards,test,True
what's it take to get a mastercard,new_card,credit_cards,test,True
can i apply for a visa card,new_card,credit_cards,test,True
how do i apply for a visa card,new_card,credit_cards,test,True
i wish to apply for a visa card,new_card,credit_cards,test,True
help me apply for a visa card,new_card,credit_cards,test,True
is there a list of good credit cards i can choose from to apply for,new_card,credit_cards,test,True
how can i find a new credit card to apply to,new_card,credit_cards,test,True
is my luggage lost,lost_luggage,travel,test,True
why is my luggage not here,lost_luggage,travel,test,True
what happened to my luggage,lost_luggage,travel,test,True
i need help finding my luggage,lost_luggage,travel,test,True
what steps should i take if my luggage has been lost,lost_luggage,travel,test,True
i seem to have lost my luggage! what are my options now,lost_luggage,travel,test,True
what would be the best way to deal with lost luggage,lost_luggage,travel,test,True
it appears that my luggage has been lost,lost_luggage,travel,test,True
i'm afraid my luggage has gone missing,lost_luggage,travel,test,True
i am a bit panicked because my luggage seems to have gone missing,lost_luggage,travel,test,True
i have no idea where my luggage went!,lost_luggage,travel,test,True
unfortunately it would appear that my luggage is totally lost,lost_luggage,travel,test,True
how should i proceed if i accidentally lost my luggage,lost_luggage,travel,test,True
"if i lost my luggage, what should i do next",lost_luggage,travel,test,True
i have no idea where my luggage is,lost_luggage,travel,test,True
i think my luggage has been misplaced,lost_luggage,travel,test,True
what do i have to do if i lost my luggage,lost_luggage,travel,test,True
i think my luggage is lost,lost_luggage,travel,test,True
my luggage appears to be lost,lost_luggage,travel,test,True
i can't seem to track down my luggage,lost_luggage,travel,test,True
what is the next thing i should do if i lost my luggage,lost_luggage,travel,test,True
what step should i take next if i lost my luggage,lost_luggage,travel,test,True
i've lost my luggage what should i do now,lost_luggage,travel,test,True
what should i do about losing my luggage,lost_luggage,travel,test,True
where would i find my luggage,lost_luggage,travel,test,True
my luggage has been misplaced,lost_luggage,travel,test,True
i can't find my luggage,lost_luggage,travel,test,True
i lost all my stuff that i had packed,lost_luggage,travel,test,True
my luggage has disappeared,lost_luggage,travel,test,True
it appears my luggage is lost,lost_luggage,travel,test,True
may you say that again,repeat,meta,test,True
can you please repeat that,repeat,meta,test,True
can you please say that again,repeat,meta,test,True
may you please say that again,repeat,meta,test,True
would you say it again please,repeat,meta,test,True
would you repeat what you said earlier,repeat,meta,test,True
i would like you to repeat it,repeat,meta,test,True
repeat please,repeat,meta,test,True
"pardon, i didn't hear you",repeat,meta,test,True
i didn't hear you can you say that again,repeat,meta,test,True
i didn't catch that,repeat,meta,test,True
could you repeat that,repeat,meta,test,True
say again please,repeat,meta,test,True
would you mind repeating that,repeat,meta,test,True
"sorry, i didn't catch that could you say it again",repeat,meta,test,True
i need you to repeat that please,repeat,meta,test,True
repeat that for me please,repeat,meta,test,True
what did you just say,repeat,meta,test,True
please say it one more time,repeat,meta,test,True
sorry i missed that,repeat,meta,test,True
i didn't understand you,repeat,meta,test,True
can you repeat the question again,repeat,meta,test,True
can you phrase that question again,repeat,meta,test,True
what'd you say,repeat,meta,test,True
please repeat the last thing,repeat,meta,test,True
repeat that,repeat,meta,test,True
can you repeat that,repeat,meta,test,True
what were you just saying,repeat,meta,test,True
come again,repeat,meta,test,True
"can you say that again, please",repeat,meta,test,True
tell me: car gas mileage,mpg,auto_and_commute,test,True
what is my car's gas mileage,mpg,auto_and_commute,test,True
tell me what the gas mileage is on my car,mpg,auto_and_commute,test,True
what is the gas mileage of my car,mpg,auto_and_commute,test,True
check: car gas mileage,mpg,auto_and_commute,test,True
what is my car's mpg,mpg,auto_and_commute,test,True
"what is my car's mpg, please",mpg,auto_and_commute,test,True
what's my car's mpg,mpg,auto_and_commute,test,True
"what's my car's mpg, please",mpg,auto_and_commute,test,True
what is the highway mpg of this car,mpg,auto_and_commute,test,True
hows the city mpg of this car,mpg,auto_and_commute,test,True
what is the highway mpg on this car like,mpg,auto_and_commute,test,True
what mpg does this car get in the city,mpg,auto_and_commute,test,True
how many mpg does this car get in the city,mpg,auto_and_commute,test,True
tell me about this car's highway mpg,mpg,auto_and_commute,test,True
can i have more information about this car's highway mpg,mpg,auto_and_commute,test,True
what is the city mpg on this car,mpg,auto_and_commute,test,True
whats the mpg for this car,mpg,auto_and_commute,test,True
whats the mpg of this car,mpg,auto_and_commute,test,True
i need to know my cars mpg,mpg,auto_and_commute,test,True
can i get this car's mpg,mpg,auto_and_commute,test,True
i would like to know the mpg of my car,mpg,auto_and_commute,test,True
what kind of mileage am i getting,mpg,auto_and_commute,test,True
what the mpg,mpg,auto_and_commute,test,True
can you tell me my vehicles mpg,mpg,auto_and_commute,test,True
whats the fuel economy of this car,mpg,auto_and_commute,test,True
what kind of mileage does this car get,mpg,auto_and_commute,test,True
mpg for this car please,mpg,auto_and_commute,test,True
what is the miles per gallon,mpg,auto_and_commute,test,True
how is the car's fuel economy,mpg,auto_and_commute,test,True
am i due for an oil change yet,oil_change_when,auto_and_commute,test,True
when is the next time i should change my oil,oil_change_when,auto_and_commute,test,True
when is my car due for its next oil change,oil_change_when,auto_and_commute,test,True
when am i due for my next oil change,oil_change_when,auto_and_commute,test,True
when should i get my next oil change,oil_change_when,auto_and_commute,test,True
when's the next time i should change my oil,oil_change_when,auto_and_commute,test,True
when should i get my car's oil changed next,oil_change_when,auto_and_commute,test,True
when is the next time i need to get an oil change,oil_change_when,auto_and_commute,test,True
when is my car's next oil change supposed to be,oil_change_when,auto_and_commute,test,True
how long until my next oil change,oil_change_when,auto_and_commute,test,True
when's the next time i ought to change my oil,oil_change_when,auto_and_commute,test,True
when's the next time i have to get an oil change,oil_change_when,auto_and_commute,test,True
when should i get my oil changed,oil_change_when,auto_and_commute,test,True
when should i get the oil changed in my car,oil_change_when,auto_and_commute,test,True
figure out when my car will next need an oil change,oil_change_when,auto_and_commute,test,True
can you recommend for me when to next get my oil changed,oil_change_when,auto_and_commute,test,True
when do you think i ought to change the oil in my car next,oil_change_when,auto_and_commute,test,True
how soon until i will need to get my oil changed,oil_change_when,auto_and_commute,test,True
find out for me when my car is next due for an oil change,oil_change_when,auto_and_commute,test,True
where can i find information on oil changes for my car,oil_change_when,auto_and_commute,test,True
what are the manufacturers guidance on oil changes,oil_change_when,auto_and_commute,test,True
is my car due for it's next oil change,oil_change_when,auto_and_commute,test,True
what is the recommended interval to get my oil changed,oil_change_when,auto_and_commute,test,True
when will i need my next oil change,oil_change_when,auto_and_commute,test,True
how often should i change the oil,oil_change_when,auto_and_commute,test,True
do i need to change my oil soon,oil_change_when,auto_and_commute,test,True
when will my oil change be due for this car,oil_change_when,auto_and_commute,test,True
is my oil change coming up soon,oil_change_when,auto_and_commute,test,True
what's my oil change status,oil_change_when,auto_and_commute,test,True
when does this car need oil changes,oil_change_when,auto_and_commute,test,True
i will say yes as my response,yes,meta,test,True
my answer to your question is yes,yes,meta,test,True
yes is my answer,yes,meta,test,True
"yes, ai, that is correct",yes,meta,test,True
that's true,yes,meta,test,True
that's correct,yes,meta,test,True
that checks out,yes,meta,test,True
that's right,yes,meta,test,True
affirmative,yes,meta,test,True
"yes, that is factual",yes,meta,test,True
"yes, that happens to be correct",yes,meta,test,True
that would be correct,yes,meta,test,True
thats right,yes,meta,test,True
"yes, this is true",yes,meta,test,True
sure,yes,meta,test,True
okay,yes,meta,test,True
definitely,yes,meta,test,True
roger that,yes,meta,test,True
i agree,yes,meta,test,True
absolutely,yes,meta,test,True
you're right,yes,meta,test,True
"yes, that's right",yes,meta,test,True
please let's do it,yes,meta,test,True
yes please,yes,meta,test,True
can we please,yes,meta,test,True
"yes, please",yes,meta,test,True
10-4,yes,meta,test,True
ya,yes,meta,test,True
yup,yes,meta,test,True
great,yes,meta,test,True
what are some interesting things i can do while in raleigh,travel_suggestion,travel,test,True
can you help me pick some fun things to do in london during my trip,travel_suggestion,travel,test,True
"help me plan my traveling itinerary for my trip to madrid, i want to see lots of sights!",travel_suggestion,travel,test,True
help me pick a new location to travel to,travel_suggestion,travel,test,True
can you do some research about the best places to travel,travel_suggestion,travel,test,True
tell me some fun activities to do in oklahoma city,travel_suggestion,travel,test,True
what are some popular tourist activities in mexico city,travel_suggestion,travel,test,True
i am itching to travel but don't know where to go,travel_suggestion,travel,test,True
give me some recommendations of good tourist attractions in montreal,travel_suggestion,travel,test,True
tell me some fun tourist attractions in london,travel_suggestion,travel,test,True
give me some ideas of what to do during my trip to dallas,travel_suggestion,travel,test,True
find out the best tourist attractions to visit in moscow,travel_suggestion,travel,test,True
i want some suggestions for tourist activities in dublin,travel_suggestion,travel,test,True
i am traveling to paris soon and would like some suggestions of what to do and see,travel_suggestion,travel,test,True
what are some local attractions in portland,travel_suggestion,travel,test,True
what sorts of activities should i get up to while i am in dublin,travel_suggestion,travel,test,True
i want to explore a new place but don't know where i should go do you have any ideas,travel_suggestion,travel,test,True
please give me some ideas of fun tourist activities to do while i am in paris,travel_suggestion,travel,test,True
can you throw out some suggestions to me of places to travel to,travel_suggestion,travel,test,True
suggest some things for me to do while i am in los angeles,travel_suggestion,travel,test,True
let me know some things to do in phoenix,travel_suggestion,travel,test,True
let me know some things i can do in dallas,travel_suggestion,travel,test,True
i wanna know some things to do in phoenix,travel_suggestion,travel,test,True
i would like to do some things in phoenix,travel_suggestion,travel,test,True
tell me some things to do in phoenix,travel_suggestion,travel,test,True
what are some fun silly things to do in new jersey,travel_suggestion,travel,test,True
what are some cool tourist attractions in england,travel_suggestion,travel,test,True
what are some fun local experiences in canada,travel_suggestion,travel,test,True
what are some fun tourist things to do in mumbai,travel_suggestion,travel,test,True
what are some fun cheap activities to do in colorado,travel_suggestion,travel,test,True
which insurance plan to i have,insurance,work,test,True
do you know which insurance plan i have,insurance,work,test,True
what kind of insurance plan am i in,insurance,work,test,True
what health coverage do i have,insurance,work,test,True
what are the details on my health care plan,insurance,work,test,True
which insurance plan am i enrolled in,insurance,work,test,True
what is my health insurance,insurance,work,test,True
what insurance plan am i enrolled in,insurance,work,test,True
check on my health care plan,insurance,work,test,True
what's my health insurance plan,insurance,work,test,True
what sort of health benefits do i have,insurance,work,test,True
